1.000000000000000000e+02 -1.231600000000000086e-31 1.246799999999999958e-27
1.046899999999999977e+02 -1.232799999999999892e-31 1.299400000000000013e-27
1.095900000000000034e+02 -1.233999999999999917e-31 1.354400000000000001e-27
1.147300000000000040e+02 -1.235099999999999922e-31 1.411799999999999921e-27
1.201099999999999994e+02 -1.236199999999999926e-31 1.471899999999999991e-27
1.257399999999999949e+02 -1.237100000000000109e-31 1.534700000000000030e-27
1.316299999999999955e+02 -1.238000000000000073e-31 1.600399999999999943e-27
1.378000000000000114e+02 -1.238599999999999976e-31 1.669200000000000173e-27
1.442500000000000000e+02 -1.239100000000000078e-31 1.741199999999999955e-27
1.510200000000000102e+02 -1.239299999999999900e-31 1.816599999999999910e-27
1.580900000000000034e+02 -1.239200000000000098e-31 1.900100000000000133e-27
1.655000000000000000e+02 -1.238699999999999997e-31 1.995100000000000079e-27
1.732599999999999909e+02 -1.237700000000000012e-31 2.094399999999999950e-27
1.813799999999999955e+02 -1.236000000000000105e-31 2.198200000000000009e-27
1.898799999999999955e+02 -1.233700000000000075e-31 2.308000000000000080e-27
1.987800000000000011e+02 -1.230400000000000061e-31 2.424300000000000104e-27
2.080900000000000034e+02 -1.226100000000000063e-31 2.545500000000000125e-27
2.178499999999999943e+02 -1.220399999999999999e-31 2.671600000000000144e-27
2.280600000000000023e+02 -1.213200000000000068e-31 2.802600000000000161e-27
2.387500000000000000e+02 -1.203999999999999950e-31 2.938700000000000080e-27
2.499300000000000068e+02 -1.192600000000000041e-31 3.076399999999999954e-27
2.616499999999999773e+02 -1.178400000000000001e-31 3.217099999999999834e-27
2.739100000000000250e+02 -1.161099999999999987e-31 3.362300000000000261e-27
2.867500000000000000e+02 -1.139800000000000037e-31 3.511900000000000026e-27
3.001899999999999977e+02 -1.114100000000000068e-31 3.665999999999999980e-27
3.142599999999999909e+02 -1.082900000000000075e-31 3.824399999999999859e-27
3.289800000000000182e+02 -1.045300000000000096e-31 3.987600000000000321e-27
3.443999999999999773e+02 -1.000299999999999925e-31 4.155099999999999990e-27
3.605400000000000205e+02 -9.465600000000000368e-32 4.325800000000000288e-27
3.774399999999999977e+02 -8.826699999999999461e-32 4.501000000000000056e-27
3.951299999999999955e+02 -8.069299999999999646e-32 4.680099999999999939e-27
4.136499999999999773e+02 -7.174400000000000345e-32 4.863099999999999937e-27
4.330299999999999727e+02 -6.119899999999999474e-32 5.050799999999999670e-27
4.533299999999999841e+02 -4.880800000000000162e-32 5.241700000000000030e-27
4.745699999999999932e+02 -3.428700000000000249e-32 5.437699999999999935e-27
4.968199999999999932e+02 -1.731600000000000073e-32 5.636700000000000203e-27
5.201000000000000227e+02 2.469899999999999919e-33 5.840900000000000148e-27
5.444800000000000182e+02 2.547799999999999962e-32 6.048599999999999680e-27
5.699900000000000091e+02 5.216600000000000436e-32 6.260400000000000309e-27
5.967100000000000364e+02 8.310799999999999471e-32 6.476299999999999881e-27
6.246699999999999591e+02 1.191199999999999975e-31 6.696200000000000418e-27
6.539500000000000455e+02 1.606400000000000077e-31 6.920199999999999898e-27
6.846000000000000227e+02 2.083900000000000143e-31 7.148299999999999758e-27
7.166799999999999500e+02 2.631899999999999870e-31 7.380599999999999410e-27
7.502699999999999818e+02 3.259099999999999931e-31 7.616999999999999441e-27
7.854299999999999500e+02 3.975199999999999671e-31 7.857600000000000700e-27
8.222400000000000091e+02 4.796000000000000112e-31 8.102600000000000580e-27
8.607799999999999727e+02 5.735699999999999762e-31 8.351800000000000253e-27
9.011200000000000045e+02 6.800099999999999799e-31 8.604600000000000364e-27
9.433500000000000227e+02 8.002799999999999484e-31 8.863399999999999769e-27
9.875700000000000500e+02 9.358700000000000533e-31 9.125799999999999611e-27
1.033799999999999955e+03 1.088400000000000011e-30 9.393599999999999393e-27
1.082299999999999955e+03 1.259599999999999954e-30 9.665600000000000402e-27
1.133000000000000000e+03 1.451700000000000028e-30 9.942900000000000501e-27
1.186099999999999909e+03 1.666100000000000170e-30 1.022499999999999975e-26
1.241700000000000045e+03 1.891700000000000135e-30 1.051300000000000031e-26
1.299900000000000091e+03 2.135100000000000041e-30 1.080600000000000028e-26
1.360799999999999955e+03 2.401999999999999906e-30 1.110399999999999967e-26
1.424599999999999909e+03 2.694199999999999922e-30 1.140899999999999967e-26
1.491400000000000091e+03 3.012300000000000035e-30 1.172000000000000039e-26
1.561299999999999955e+03 3.358400000000000235e-30 1.203700000000000041e-26
1.634400000000000091e+03 3.733900000000000280e-30 1.236099999999999961e-26
1.711000000000000000e+03 4.140300000000000213e-30 1.269099999999999954e-26
1.791200000000000045e+03 4.578999999999999793e-30 1.302899999999999996e-26
1.875200000000000045e+03 5.051299999999999897e-30 1.337499999999999944e-26
1.963099999999999909e+03 5.558300000000000135e-30 1.372900000000000085e-26
2.055099999999999909e+03 6.101100000000000119e-30 1.409200000000000120e-26
2.151400000000000091e+03 6.680499999999999310e-30 1.446600000000000025e-26
2.252199999999999818e+03 7.297400000000000255e-30 1.485000000000000100e-26
2.357800000000000182e+03 7.952299999999999466e-30 1.524500000000000046e-26
2.468300000000000182e+03 8.645700000000000460e-30 1.565099999999999862e-26
2.583900000000000091e+03 9.244499999999999916e-30 1.607000000000000099e-26
2.705000000000000000e+03 1.015399999999999956e-29 1.650199999999999896e-26
2.831800000000000182e+03 1.096399999999999990e-29 1.694700000000000115e-26
2.964500000000000000e+03 1.181299999999999995e-29 1.740699999999999870e-26
3.103500000000000000e+03 1.270299999999999974e-29 1.786499999999999935e-26
3.248900000000000091e+03 1.363500000000000072e-29 1.833299999999999883e-26
3.401199999999999818e+03 1.461199999999999875e-29 1.881899999999999906e-26
3.560599999999999909e+03 1.563100000000000077e-29 1.932300000000000005e-26
3.727500000000000000e+03 1.671500000000000041e-29 1.984699999999999868e-26
3.902199999999999818e+03 1.775299999999999876e-29 2.038900000000000093e-26
4.085000000000000000e+03 1.943300000000000114e-29 2.095100000000000083e-26
4.276500000000000000e+03 2.230999999999999934e-29 2.153300000000000125e-26
4.476899999999999636e+03 2.555600000000000090e-29 2.213699999999999908e-26
